Chainage,Mandatory,Cautionary,Informatory
353+377,0,0,0
353+397,0,0,0
353+417,0,0,0
353+427,0,0,0
353+447,0,0,0
353+467,0,0,0
353+477,0,0,0
353+497,0,1,0
353+517,0,0,0
353+527,0,0,0
353+547,0,0,0
353+567,0,0,0
353+587,0,0,0
353+597,0,0,0
353+617,0,0,0
353+637,0,1,0
353+657,0,0,0
353+677,0,0,0
353+697,0,0,0
353+707,0,0,1
353+727,0,0,0
353+747,0,0,0
353+767,0,0,0
353+787,0,1,0
353+807,0,1,0
353+827,0,0,0
353+847,0,0,0
353+857,0,0,0
353+877,0,0,0
353+897,0,0,0
353+907,0,0,1
353+927,0,0,0
353+937,1,0,0
353+957,0,0,0
353+977,0,0,0
353+987,0,0,0
353+997,0,0,0
354+017,1,0,0
354+027,0,0,0
354+037,0,0,0
354+057,0,0,0
354+067,0,0,0
354+087,0,0,0
354+097,0,0,0
354+107,1,0,0
354+127,0,0,0
354+137,0,0,0
354+147,0,0,0
354+167,0,0,0
354+177,0,0,0
354+187,0,0,0
354+207,0,0,0
354+217,0,0,1
354+237,0,0,0
354+247,0,0,0
354+267,0,0,0
354+277,0,2,0
354+287,0,0,0
354+307,0,0,0
354+317,0,0,0
354+327,0,0,0
354+347,0,1,0
354+357,0,0,0
354+377,0,0,0
354+387,0,0,0
354+397,0,0,0
354+407,0,0,0
354+427,0,1,0
354+437,0,0,0
354+447,0,0,0
354+467,0,0,0
354+477,0,0,0
354+497,0,0,0
354+507,0,0,1
354+527,0,0,0
354+537,0,0,0
354+557,0,0,0
354+567,0,0,0
354+587,0,0,0
354+597,0,0,0
354+617,0,0,0
354+627,0,0,0
354+647,0,0,0
354+657,0,0,0
354+677,0,0,0
354+687,0,0,0
354+707,0,0,0
354+727,0,0,0
354+737,0,0,0
354+757,0,0,0
354+767,0,0,0
354+787,0,0,0
354+797,0,0,0
354+817,0,0,0
354+837,0,0,0
354+847,0,0,0
354+867,0,0,0
354+887,0,0,0
354+897,0,0,0
354+917,0,0,0
354+937,0,0,0
354+957,0,0,0
354+967,0,0,0
354+987,0,0,0
355+007,0,0,0
355+017,0,0,0
355+037,0,0,0
355+047,0,0,0
355+067,0,0,0
355+087,0,1,0
355+097,0,0,0
355+117,0,0,0
355+127,0,0,0
355+137,0,0,0
355+157,0,0,0
355+167,0,0,0
355+187,0,0,0
355+197,0,0,0
355+217,0,0,0
355+227,0,0,0
355+237,0,0,0
355+257,1,0,0
355+267,0,0,0
355+277,0,0,0
355+297,0,0,0
355+307,0,0,0
355+317,0,0,0
355+337,0,0,0
355+347,0,0,0
355+357,0,0,0
355+377,0,0,0
355+387,0,0,0
355+397,0,0,0
355+417,0,0,0
355+427,0,0,0
355+437,0,0,0
355+457,0,0,0
355+467,0,0,0
355+477,0,1,0
355+487,0,0,0
355+507,0,0,0
355+517,0,0,0
355+527,0,0,0
355+547,0,0,0
355+557,0,1,0
355+567,0,0,0
355+587,0,1,0
355+597,0,1,0
355+617,0,0,0
355+627,0,1,0
355+647,0,0,0
355+657,0,0,0
355+667,0,1,0
355+687,0,1,0
355+697,0,0,0
355+717,0,0,0
355+727,0,1,0
355+737,0,1,0
355+747,0,0,0
355+767,0,1,0
355+777,0,0,0
355+787,0,0,0
355+797,0,1,0
355+817,0,0,0
355+827,0,0,0
355+847,0,1,0
355+857,0,0,0
355+877,0,0,0
355+887,0,0,0
355+897,0,0,0
355+917,0,0,0
355+927,0,0,0
355+937,0,0,0
355+947,0,0,0
355+967,0,0,0
355+977,0,0,0
355+997,0,0,0
356+007,0,0,0
356+017,0,0,0
356+037,0,0,0
356+047,0,0,0
356+057,0,0,0
356+077,0,0,0
356+087,0,0,0
356+097,0,0,1
356+117,0,0,0
356+127,0,0,0
356+137,0,0,0
356+157,0,0,0
356+167,0,0,0
356+187,0,0,0
356+197,0,0,0
356+207,0,0,0
356+217,0,0,0
356+237,0,0,0
356+247,0,0,0
356+267,0,0,0
356+277,0,0,0
356+287,0,0,0
356+297,0,0,0
356+317,0,0,0
356+327,0,0,1
356+337,1,0,0
356+357,0,0,0
356+367,0,1,0
356+377,0,0,0
356+397,0,0,0
356+407,0,0,0
356+427,0,0,0
356+437,0,0,0
356+447,0,0,0
356+467,0,0,0
356+477,0,0,0
356+497,0,0,1
356+507,0,0,0
356+517,0,0,0
356+537,0,0,0
356+547,0,0,0
356+557,0,0,0
356+577,0,0,0
356+587,0,0,0
356+597,0,0,1
356+607,0,0,0
356+627,0,0,0
356+637,0,0,0
356+647,0,0,0
356+657,0,0,0
356+667,0,0,0
356+677,0,0,0
356+697,0,0,0
356+707,1,0,0
356+717,0,1,0
356+727,0,0,0
356+737,0,0,1
356+747,0,0,0
356+757,0,0,0
356+777,0,0,0
356+787,0,0,0
356+797,0,0,0
356+817,0,0,0
356+827,0,0,0
356+837,0,0,0
356+847,0,0,0
356+867,0,0,0
356+877,0,0,0
356+887,0,0,0
356+907,0,0,0
356+917,0,0,0
356+927,0,0,0
356+947,0,0,1
356+957,0,0,0
356+967,0,0,0
356+987,0,0,0
356+997,0,0,0
357+017,0,0,0
357+027,0,0,0
357+037,0,0,0
357+057,0,0,0
357+067,0,0,0
357+087,0,0,0
357+097,0,0,0
357+117,0,0,0
357+127,0,0,0
357+147,0,0,0
357+157,0,0,0
357+167,0,0,0
357+187,0,0,0
357+197,0,0,0
357+217,0,0,0
357+227,0,0,0
357+247,0,0,0
357+257,0,0,0
357+267,0,0,0
357+287,0,0,0
357+297,0,0,0
357+317,0,0,0
357+327,0,2,0
357+347,0,0,0
357+357,0,0,0
357+367,0,0,0
357+387,0,0,0
357+397,0,1,0
357+407,0,0,0
357+417,0,0,0
357+437,0,0,0
357+447,0,0,0
357+457,0,0,0
357+467,0,1,0
357+477,0,0,0
357+497,0,0,0
357+507,0,0,0
357+517,0,1,0
357+527,0,0,0
357+547,0,0,0
357+557,0,0,0
357+567,0,1,0
357+577,0,0,0
357+597,0,0,0
357+607,0,0,0
357+617,0,0,0
357+637,0,1,0
357+647,0,0,0
357+667,0,0,0
357+677,0,1,0
357+687,0,0,0
357+707,0,0,0
357+717,0,0,0
357+737,0,1,0
357+747,1,0,0
357+767,0,0,0
357+777,0,0,0
357+797,0,0,0
357+807,0,1,0
357+827,0,0,0
357+847,0,0,0
357+857,0,0,0
357+877,0,1,0
357+887,0,0,0
357+907,0,0,0
357+927,0,0,0
357+937,0,0,0
357+957,0,0,0
357+977,0,0,0
357+987,0,0,0
358+007,0,0,0
358+027,0,0,0
358+037,0,0,0
358+057,0,0,0
358+077,0,0,0
358+087,0,0,0
358+107,0,0,0
358+127,0,0,0
358+137,0,0,0
358+157,0,0,0
358+177,0,0,0
358+187,0,0,0
358+207,0,0,0
358+217,0,0,0
358+237,0,0,0
358+257,0,0,0
358+267,0,0,0
358+287,0,0,0
358+297,0,0,0
358+317,0,0,0
358+337,0,0,0
358+347,0,0,0
358+367,0,0,0
358+387,0,0,0
358+397,0,0,0
358+407,0,0,0
358+427,0,0,0
358+437,0,0,0
358+457,0,0,0
358+467,0,0,0
358+487,0,0,0
358+497,0,0,0
358+517,0,0,0
358+527,0,0,1
358+537,0,0,0
358+557,0,0,0
358+567,0,0,0
358+587,0,0,0
358+597,0,0,0
358+617,0,0,0
358+627,0,0,0
358+647,0,0,0
358+667,1,0,0
358+677,0,0,0
358+697,0,0,0
358+707,0,0,1
358+727,0,0,0
358+747,0,0,0
358+767,0,0,0
358+777,0,0,0
358+797,0,0,0
358+817,0,0,0
358+837,0,0,0
358+857,0,0,0
358+867,0,0,0
358+887,0,0,0
358+907,0,0,1
358+927,0,0,0
358+947,0,0,0
358+967,0,0,0
358+987,0,0,0
359+007,0,0,0
359+027,0,0,0
359+047,0,0,0
359+067,0,0,0
359+077,0,0,0
359+097,0,0,0
359+117,0,0,0
359+127,0,0,0
359+147,0,0,0
359+157,0,0,0
359+177,0,0,0
359+187,0,0,0
359+207,0,0,0
359+217,0,0,0
359+227,0,0,0
359+237,0,0,0
359+257,0,0,0
359+267,0,0,0
359+287,0,0,0
359+297,0,0,0
359+307,0,1,0
359+327,0,0,0
359+337,0,0,0
359+347,0,0,0
359+367,0,0,0
359+377,0,0,0
359+387,0,0,0
359+407,0,0,0
359+417,0,0,0
359+427,0,0,0
359+437,0,0,0
359+447,0,0,0
359+457,0,0,0
359+467,0,0,0
359+487,0,0,0
359+497,0,0,0
359+507,0,0,0
359+517,0,0,0
359+527,0,0,0
359+547,0,0,0
359+557,0,0,0
359+567,0,0,0
359+577,0,0,0
359+587,0,0,0
359+607,0,0,0
359+617,0,0,0
359+627,0,0,0
359+637,0,0,0
359+657,0,0,0
359+667,0,0,0
359+687,0,0,0
359+697,0,0,0
359+717,0,0,0
359+727,0,0,0
359+737,0,0,0
359+757,0,0,0
359+767,0,0,0
359+787,0,0,0
359+797,0,0,0
359+807,1,0,0
359+827,0,0,0
359+837,0,0,0
359+857,0,0,0
359+867,0,0,0
359+887,1,0,0
359+897,0,0,0
359+917,0,0,0
359+937,0,0,0
359+947,0,0,0
359+967,0,0,0
359+987,0,0,0
359+997,0,0,0
360+017,1,1,0
360+037,0,1,0
360+047,0,0,0
360+067,0,0,0
360+087,0,0,0
360+097,0,0,0
360+117,0,0,0
360+137,0,1,0
360+147,0,0,0
360+167,0,0,0
360+187,0,0,0
360+197,0,0,0
360+217,0,1,0
360+227,0,0,0
360+247,0,0,0
360+257,0,1,0
360+277,0,0,0
360+287,0,0,0
360+307,0,0,0
360+327,0,0,0
360+337,0,0,0
360+357,0,0,0
360+377,0,0,0
360+397,0,0,0
360+407,0,0,0
360+427,0,0,0
360+447,0,0,0
360+457,0,0,0
360+477,0,0,0
360+497,0,0,0
360+517,0,1,0
360+527,0,0,0
360+547,0,0,0
360+567,0,0,0
360+577,0,0,0
360+597,0,0,0
360+617,0,0,1
360+637,0,0,0
360+647,0,0,0
360+667,0,0,0
360+687,0,0,0
360+707,0,1,0
360+717,0,0,0
360+737,0,0,0
360+757,0,0,0
360+767,0,0,0
360+787,0,0,0
360+797,0,0,0
360+807,0,0,0
360+827,0,0,0
360+837,0,0,0
360+857,0,0,0
360+867,0,0,0
360+877,0,0,0
360+897,0,0,0
360+907,0,0,0
360+927,0,0,0
360+937,0,0,0
360+957,0,0,0
360+967,0,0,0
360+987,0,0,0
360+997,0,0,0
361+017,0,0,0
361+037,0,0,0
361+047,0,0,0
361+067,0,0,0
361+087,0,0,0
361+107,0,0,0
361+117,0,1,0
361+137,0,0,0
361+157,0,0,0
361+177,0,0,0
361+197,0,0,0
361+217,0,0,0
361+227,0,0,0
361+247,0,0,0
361+267,0,0,0
361+287,0,0,0
361+307,0,0,0
361+327,0,0,0
361+347,0,0,0
361+367,0,0,0
361+377,0,0,0
361+397,0,0,0
361+417,0,0,0
361+437,0,0,0
361+457,0,0,0
361+467,0,0,0
361+487,0,0,0
361+507,0,0,0
361+527,0,0,0
361+547,0,0,0
361+557,0,0,0
361+577,0,0,0
361+597,0,0,0
361+617,0,0,0
361+637,0,0,0
361+647,0,0,0
361+667,0,0,0
361+687,0,0,0
361+707,0,0,0
361+717,0,0,0
361+737,0,0,0
361+757,0,0,0
361+777,0,0,0
361+787,0,0,0
361+807,0,0,0
361+827,0,0,0
361+847,0,0,0
361+857,0,0,0
361+877,0,0,0
361+897,0,0,0
361+907,0,0,0
361+927,0,0,0
361+947,0,0,0
361+967,0,0,0
361+977,0,1,0
361+997,0,0,0
362+017,0,0,0
362+027,0,0,0
362+047,0,0,0
362+057,0,0,0
362+077,0,0,0
362+097,0,0,0
362+107,0,0,0
362+127,0,0,0
362+147,0,0,0
362+157,0,0,0
362+177,0,0,0
362+197,0,0,0
362+207,0,0,0
362+227,0,0,0
362+237,0,0,0
362+257,0,0,0
362+277,0,0,0
362+287,0,0,0
362+307,0,0,1
362+317,0,0,0
362+337,0,0,0
362+357,0,0,0
362+367,0,0,0
362+387,0,1,0
362+397,0,0,0
362+417,0,1,0
362+437,0,0,0
362+447,0,0,0
362+467,0,0,0
362+477,0,0,0
362+497,0,0,0
362+507,0,0,0
362+527,0,0,0
362+537,0,0,1
362+557,0,0,0
362+577,0,0,0
362+587,0,0,0
362+607,0,0,0
362+617,0,0,0
362+637,0,0,0
362+657,0,0,0
362+667,0,0,0
362+687,0,0,0
362+707,0,0,0
362+727,0,1,0
362+737,0,0,0
362+757,0,1,0
362+777,0,0,0
362+787,0,0,0
362+807,0,0,0
362+827,0,0,0
362+837,0,0,0
362+857,0,0,0
362+877,0,0,0
362+887,0,0,0
362+907,0,0,0
362+917,0,0,0
362+937,0,0,0
362+957,0,0,0
362+967,0,0,0
362+987,0,0,0
362+997,0,0,0
363+017,0,0,0
363+027,0,0,0
363+047,0,0,0
363+057,0,0,0
363+077,0,0,0
363+097,0,0,0
363+107,0,0,0
363+127,0,0,0
363+147,0,0,0
363+157,0,0,0
363+177,0,0,0
363+187,0,0,0
363+197,0,0,0
363+217,1,0,0
363+227,0,0,0
363+247,0,0,0
363+257,0,0,0
363+277,0,0,0
363+297,0,0,1
363+307,0,0,0
363+327,0,0,0
363+337,0,0,0
363+357,0,0,0
363+367,0,0,1
363+387,0,0,0
363+397,1,0,1
363+417,0,0,0
363+427,0,0,0
363+437,0,0,0
363+457,0,0,0
363+467,0,1,0
363+477,0,0,0
363+497,0,0,0
363+507,0,0,0
363+517,0,0,0
363+537,0,0,0
363+547,0,1,0
363+557,0,2,0
363+567,0,0,0
363+577,0,1,0
363+587,0,0,0
363+597,0,0,0
363+607,0,0,0
363+617,0,0,0
363+627,0,0,0
363+637,0,0,0
363+647,0,0,0
363+657,0,0,0
363+667,0,0,0
363+677,0,0,0
,1,0,0
363+687,0,0,0
363+697,0,0,0
,0,0,0
363+707,0,0,0
,0,0,0
,0,0,0
,0,0,0
363+717,0,0,0
,0,0,0
363+727,0,0,0
,0,0,0
363+737,0,2,0
,0,0,0
363+747,0,0,0
,0,0,0
363+757,0,0,0
,0,0,0
363+767,0,1,0
363+777,0,0,0
363+787,0,0,0
,0,0,0
363+797,0,0,0
363+807,0,0,0
,0,0,0
363+817,0,0,0
363+827,0,0,0
,0,0,0
363+837,0,0,0
,0,0,0
363+847,0,0,0
,0,0,0
363+857,0,0,0
,0,0,0
363+867,0,0,0
,0,1,0
,0,0,0
363+877,0,0,0
,0,0,0
363+887,0,0,0
,0,0,0
363+897,1,0,0
,0,0,0
363+907,0,0,0
363+917,0,0,0
363+927,0,0,0
363+937,0,0,0
,0,0,0
363+947,0,1,0
363+957,0,0,0
363+967,0,0,0
363+977,1,0,0
363+987,0,0,0
363+997,0,0,0
364+007,0,0,0
364+017,0,0,0
364+037,0,0,0
364+047,0,1,0
364+057,0,0,0
364+067,0,1,0
364+077,0,0,0
364+087,0,0,0
364+107,0,0,0
364+117,0,1,0
364+127,0,0,0
364+137,0,0,0
364+147,0,0,0
364+167,0,0,0
364+177,0,0,0
364+187,0,0,0
364+197,0,0,0
364+217,0,0,0
364+227,0,0,0
364+237,0,0,0
364+247,0,0,0
364+257,0,0,0
364+267,0,0,0
,0,0,0
364+277,0,0,0
,0,0,0
364+287,0,0,0
,0,1,0
364+297,0,0,0
,0,0,0
364+307,0,0,0
,0,0,0
,0,0,0
,0,0,0
364+317,0,0,0
,0,0,0
,0,0,0
364+327,0,0,0
,0,0,0
364+337,0,0,0
364+347,0,0,0
,0,0,0
364+357,0,0,0
364+367,0,0,0
364+377,0,0,0
364+387,0,0,0
,0,0,0
364+407,0,0,0
364+417,0,1,0
364+427,0,0,0
364+437,0,0,0
364+447,0,0,0
364+457,1,0,0
364+467,0,0,0
364+477,0,0,0
364+497,0,0,0
364+507,0,0,0
364+517,0,0,0
364+537,0,0,0
364+547,0,0,0
364+557,0,0,0
364+567,0,0,0
364+587,0,0,0
364+597,0,0,0
364+607,0,1,0
364+627,0,0,0
364+637,0,0,0
364+647,1,0,0
364+667,0,0,0
364+677,0,1,0
364+697,0,0,0
364+707,0,0,0
364+727,0,0,0
364+737,1,0,0
364+757,0,0,0
364+767,0,0,0
364+777,0,0,0
364+797,1,1,0
364+807,0,1,0
364+827,0,0,0
364+837,0,1,0
364+857,0,0,0
364+867,0,0,0
364+877,0,0,0
364+887,0,0,0
364+907,0,0,0
364+917,0,0,0
364+927,0,1,0
364+947,0,0,0
364+957,0,0,0
364+967,0,0,0
364+987,0,0,0
364+997,0,0,0
365+007,0,0,0
365+027,0,0,0
365+037,0,1,0
365+057,0,0,0
365+077,0,0,0
365+087,0,0,0
365+107,0,0,1
365+117,0,0,0
365+137,0,0,0
365+157,0,0,0
365+167,0,0,0
365+187,0,0,0
365+207,0,1,0
365+217,0,0,0
365+237,0,0,0
365+247,0,0,0
365+267,0,0,0
365+287,0,0,0
365+297,0,0,0
365+317,0,0,0
365+327,0,0,0
365+347,0,1,0
365+357,0,0,0
365+377,0,0,0
365+387,0,0,0
365+397,0,0,0
365+417,0,0,0
365+427,0,0,0
365+447,0,0,0
365+457,0,0,0
365+467,0,0,0
365+487,0,0,0
365+497,0,0,0
365+517,0,0,0
365+527,0,0,0
365+537,0,0,0
365+557,0,0,0
365+567,0,0,0
365+587,0,0,0
365+597,0,0,0
365+617,0,0,0
365+627,0,0,0
365+647,0,0,0
365+657,0,0,0
365+677,0,0,0
365+687,0,0,0
365+707,1,0,0
365+717,0,0,0
365+737,0,0,0
365+747,0,0,0
365+767,0,0,0
365+787,0,0,0
365+797,1,0,0
365+817,0,0,0
365+827,0,0,0
365+847,0,0,0
365+867,0,0,0
365+877,0,1,0
365+897,0,0,0
365+907,0,1,0
365+927,0,0,0
365+937,0,1,0
365+957,0,1,0
365+967,0,0,0
365+987,0,1,0
365+997,0,1,0
366+017,1,0,0
366+037,0,1,0
366+057,0,0,0
366+067,0,0,0
366+087,0,0,0
366+107,0,0,0
366+117,0,0,0
366+137,0,2,0
366+157,0,1,0
366+167,0,0,0
366+187,0,0,0
366+197,0,1,0
366+217,0,0,0
366+227,0,1,0
366+237,0,0,0
366+257,0,0,1
366+267,0,2,0
366+287,0,0,0
366+297,0,1,0
366+307,0,0,0
366+327,0,1,0
366+337,0,0,0
366+347,0,1,0
366+367,0,1,0
366+377,0,0,0
366+397,0,0,0
366+407,0,0,0
366+427,0,0,0
366+437,0,0,0
366+457,0,0,0
366+477,0,0,0
366+487,0,0,0
366+507,0,0,0
366+517,0,0,0
366+537,0,0,0
366+547,0,0,0
366+557,0,0,0
366+577,0,0,0
366+587,0,0,0
366+607,0,0,0
366+617,0,0,0
366+637,0,0,0
366+647,0,0,0
366+657,0,1,0
366+677,0,0,0
366+687,0,0,0
366+707,0,0,0
366+717,0,0,0
366+737,0,0,1
366+747,0,0,0
366+757,0,0,0
366+777,0,0,0
366+787,0,0,0
366+807,0,0,0
366+817,0,0,0
366+827,1,0,0
366+847,0,0,0
366+857,0,0,0
366+867,0,0,0
366+877,0,0,0
366+897,0,0,0
366+907,0,0,0
366+927,0,0,0
366+937,1,0,0
366+957,0,0,0
366+967,0,0,0
366+977,0,0,0
366+997,0,0,0
367+007,0,0,0
367+027,0,0,0
367+037,0,0,0
367+047,0,0,0
367+067,0,0,0
367+077,0,0,0
367+097,0,0,0
367+107,1,0,0
367+127,0,0,0
367+137,0,0,0
367+157,0,0,0
367+167,0,0,0
367+187,0,1,0
367+197,0,0,0
367+217,0,0,0
367+227,0,0,0
367+247,0,0,0
367+257,0,0,0
367+277,0,0,0
367+287,0,0,0
367+307,0,0,0
367+317,0,0,0
367+337,0,0,0
367+347,0,0,0
367+367,0,0,0
367+377,0,0,0
367+397,0,0,0
367+407,0,0,0
367+427,0,0,0
367+437,0,0,0
367+457,0,0,0
367+467,0,0,0
367+487,0,0,0
367+497,0,0,0
367+517,0,0,0
367+527,0,0,0
367+547,0,0,0
367+557,0,0,0
367+577,0,0,0
367+587,0,1,0
367+607,0,0,0
367+617,0,0,0
367+637,0,0,0
367+647,0,0,0
367+667,0,0,0
367+677,0,0,0
367+697,0,0,0
367+707,0,0,0
367+727,0,0,0
367+747,0,0,0
367+757,0,0,0
367+777,0,0,0
367+787,0,0,0
367+797,0,0,0
367+817,0,0,0
367+827,0,0,0
367+847,0,0,0
367+857,0,0,0
367+877,0,0,0
,0,0,0
367+897,0,0,0
367+907,0,0,0
367+927,0,0,0
367+947,0,0,0
367+967,0,1,0
367+987,0,0,0
367+997,0,0,0
368+017,0,0,0
368+037,0,0,0
368+057,0,0,0
368+067,1,0,0
368+097,0,0,0
368+117,0,0,0
368+127,0,0,0
368+147,0,0,0
368+157,0,0,0
368+177,0,0,0
368+197,0,0,0
368+217,0,0,0
368+237,0,0,1
368+247,0,1,0
368+267,1,0,0
368+287,0,0,0
368+307,0,0,0
368+317,0,0,0
368+337,0,0,0
368+357,0,0,0
368+367,0,0,0
368+387,0,0,0
368+407,0,0,0
368+417,0,0,0
368+437,0,0,0
368+457,0,0,0
368+467,0,0,0
368+487,0,0,0
368+497,0,0,0
368+517,0,0,0
368+527,0,0,0
368+547,0,0,0
368+557,0,0,0
368+567,0,0,0
368+587,0,0,0
368+597,0,0,0
368+607,0,0,0
368+627,0,0,0
368+647,0,0,0
368+657,0,0,0
368+667,0,0,0
368+687,0,0,0
368+707,0,0,0
368+717,0,0,0
368+727,0,0,0
368+747,1,0,0
368+757,0,0,0
368+777,0,0,0
368+787,0,0,0
368+807,0,0,0
368+817,0,0,0
368+837,0,0,1
368+857,0,0,0
368+867,0,0,0
368+887,0,0,0
368+897,0,0,0
368+917,0,0,0
368+937,0,0,0
368+947,0,0,1
368+967,0,0,1
368+987,0,0,0
369+007,0,1,0
369+027,0,1,0
369+037,0,0,0
369+057,0,0,0
369+077,0,0,0
369+097,0,0,0
369+107,0,0,0
369+127,0,0,0
369+137,0,0,0
369+157,0,0,0
369+177,0,0,0
369+187,0,0,1
369+207,0,0,0
369+217,0,0,0
369+237,0,0,0
369+257,0,0,0
369+267,0,1,0
369+287,0,0,0
369+307,0,0,0
369+317,0,0,0
369+337,1,0,0
369+357,0,0,0
369+367,0,1,0
369+387,0,0,0
369+407,0,0,0
369+427,0,0,0
369+437,0,0,0
369+457,0,0,0
369+477,0,0,0
369+497,0,0,0
369+507,0,0,0
369+527,0,1,0
369+547,0,0,0
369+557,0,0,0
369+567,0,0,0
369+577,0,0,0
369+597,0,0,0
,0,0,0
369+607,0,0,0
,0,0,0
,0,0,0
369+617,0,0,0
,0,0,0
369+627,0,0,0
,0,1,0
,0,0,0
,0,0,0
369+637,0,0,0
,0,0,0
,0,1,0
369+647,0,0,0
369+657,0,1,0
,0,1,0
369+667,0,0,0
369+677,0,0,0
369+687,0,1,0
,0,0,0
369+697,0,1,0
369+707,0,0,0
369+717,0,1,0
369+727,0,0,0
369+737,0,1,0
369+747,0,0,0
369+757,0,0,0
369+767,0,0,0
369+777,0,1,0
369+787,0,0,0
369+797,0,0,0
369+807,0,0,0
369+827,0,0,0
369+837,0,0,0
369+847,0,0,0
369+857,0,0,0
369+877,0,0,0
369+887,0,0,0
369+897,0,1,0
369+907,0,0,0
369+927,0,0,0
369+937,0,0,0
369+947,0,0,0
369+967,0,0,0
369+977,0,0,0
369+997,0,0,0
370+007,0,0,0
370+017,0,0,0
370+037,0,1,0
370+047,1,0,0
370+057,0,0,0
370+077,0,0,0
370+087,0,0,2
370+097,0,0,0
370+117,0,0,0
370+127,0,0,0
370+137,0,0,0
370+147,0,0,0
370+167,0,0,0
370+177,0,0,0
370+197,0,0,0
370+207,0,1,0
370+217,0,0,1
370+237,0,0,0
370+247,0,0,0
370+267,1,0,0
370+277,0,0,0
370+297,1,0,0
370+307,0,0,0
370+327,0,0,0
370+347,0,0,0
370+357,0,0,0
370+377,0,0,0
370+397,0,0,0
370+407,1,0,0
370+427,0,0,0
370+447,0,0,0
370+457,0,0,0
370+477,0,0,0
370+497,0,0,0
370+507,0,0,0
370+527,0,0,0
370+547,0,0,1
370+557,0,0,0
370+577,0,1,0
370+587,0,0,0
370+607,0,0,0
370+627,0,0,0
370+637,1,0,0
370+657,0,0,0
370+677,0,0,0
370+687,0,1,0
370+707,0,0,0
370+717,0,0,0
370+737,0,0,0
370+757,0,0,0
370+767,0,0,0
370+787,0,0,0
370+797,0,0,0
370+817,0,0,0
370+827,0,0,0
370+837,0,0,1
370+857,0,0,0
370+867,1,0,0
370+887,0,0,1
370+897,0,0,0
370+907,0,1,0
370+917,0,0,0
370+937,0,0,0
370+947,0,0,0
370+967,0,0,0
370+977,0,1,0
370+987,0,0,0
371+007,0,0,0
371+017,0,1,0
371+027,0,0,0
371+037,1,1,0
371+057,0,0,0
371+067,0,0,0
371+077,0,0,0
371+097,0,0,0
371+107,0,0,0
371+127,0,0,0
371+137,0,0,0
371+147,0,0,0
371+167,0,0,0
371+177,0,0,0
371+197,0,0,0
371+207,0,0,0
371+217,0,0,0
371+237,0,1,0
371+247,0,0,0
371+267,0,0,0
371+277,0,0,0
371+287,0,0,0
371+307,0,0,0
371+317,0,0,0
371+337,0,0,0
371+347,0,0,0
371+367,0,0,0
371+377,0,1,0
371+397,0,0,0
371+407,0,0,0
371+427,0,0,0
371+447,0,1,0
371+457,1,0,0
371+477,0,0,0
371+497,0,0,0
371+507,0,0,0
371+527,1,0,0
371+547,0,0,0
371+567,0,0,0
371+577,0,0,0
371+597,0,0,0
371+607,1,0,0
371+627,0,0,1
371+647,0,0,0
371+657,0,1,0
371+677,0,0,0
371+687,0,0,0
371+707,0,0,0
371+717,0,0,0
371+737,0,0,0
371+747,0,1,0
371+767,1,0,0
371+777,1,0,0
371+797,0,0,0
371+807,0,0,0
371+827,0,0,0
371+847,0,0,0
371+857,0,0,0
371+877,0,0,0
371+897,0,0,0
371+907,0,0,0
371+927,0,0,0
371+947,0,0,0
371+957,0,0,0
371+977,0,0,0
371+997,0,1,0
372+017,0,0,0
372+027,0,0,0
372+047,0,0,0
372+067,0,0,0
372+087,0,0,0
372+097,0,0,0
372+117,0,0,0
372+137,0,1,0
372+157,0,0,0
372+167,0,0,0
372+187,0,0,0
372+207,1,0,0
372+227,0,0,0
372+247,0,0,0
372+267,1,0,0
372+287,0,0,0
372+307,0,0,0
372+327,0,0,0
372+347,0,0,0
372+367,0,0,0
372+387,0,0,0
372+407,0,0,0
372+427,0,0,0
372+447,0,0,0
372+467,0,0,0
372+487,0,0,0
372+507,0,0,0
372+527,0,0,0
372+547,0,0,1
372+567,0,0,0
372+587,0,0,0
372+607,0,0,0
372+627,0,0,0
372+647,0,0,0
372+667,0,0,0
372+687,0,0,0
372+707,0,0,0
372+727,0,0,0
372+747,1,0,0
372+767,0,0,0
372+787,0,0,0
372+807,0,0,0
372+827,0,0,0
372+847,0,0,1
372+867,0,0,0
372+887,0,0,0
372+907,0,0,0
372+927,0,0,0
372+947,0,0,0
372+967,0,0,0
372+977,0,0,0
372+997,0,0,0
373+017,0,1,0
373+037,0,1,0
373+057,0,0,0
373+077,0,0,0
373+097,0,0,0
373+117,0,0,0
373+137,0,0,0
373+157,0,0,0
373+167,0,0,0
373+187,0,0,0
373+207,0,0,0
373+227,0,0,0
373+247,0,0,0
373+267,0,0,0
373+287,0,0,0
373+307,0,0,0
373+327,0,0,0
373+347,0,0,0
373+367,0,0,0
373+387,0,0,0
373+407,0,0,0
373+417,0,0,0
373+437,0,0,0
373+457,0,0,0
373+477,0,0,0
373+497,0,0,0
373+517,0,0,0
373+537,0,0,0
373+557,0,0,0
373+577,0,0,0
373+597,0,1,0
373+617,0,0,0
373+627,0,0,0
373+647,0,0,0
373+667,0,0,0
373+687,0,0,0
373+707,0,0,0
373+727,0,0,0
373+747,0,0,0
373+767,0,0,0
373+787,0,1,0
373+807,0,0,0
373+827,0,0,0
373+847,0,0,1
373+867,0,0,0
373+877,0,0,1
373+897,0,0,0
